"gene","module","gene_clean","symbol","is_GenAge"
"ENSG00000215030.5","grey","ENSG00000215030","RPL13P12",FALSE
"ENSG00000184557.4","pink","ENSG00000184557","SOCS3",FALSE
"ENSG00000158445.10","grey60","ENSG00000158445","KCNB1",FALSE
"ENSG00000116652.6","greenyellow","ENSG00000116652","DLEU2L",FALSE
"ENSG00000138722.10","turquoise","ENSG00000138722","MMRN1",FALSE
"ENSG00000273301.1","yellow","ENSG00000273301","ENSG00000273301",FALSE
"ENSG00000272899.4","grey","ENSG00000272899","ATP6V1FNB",FALSE
"ENSG00000030304.15","black","ENSG00000030304","MUSK",FALSE
"ENSG00000211448.14","grey60","ENSG00000211448","DIO2",FALSE
"ENSG00000112619.8","blue","ENSG00000112619","PRPH2",FALSE
"ENSG00000160712.13","brown","ENSG00000160712","IL6R",FALSE
"ENSG00000122477.13","blue","ENSG00000122477","LRRC39",FALSE
"ENSG00000106302.10","blue","ENSG00000106302","HYAL4",FALSE
"ENSG00000248015.7","blue","ENSG00000248015","ENSG00000248015",FALSE
"ENSG00000203965.13","greenyellow","ENSG00000203965","EFCAB7",FALSE
"ENSG00000284747.1","brown","ENSG00000284747","ENSG00000284747",FALSE
"ENSG00000214617.9","grey","ENSG00000214617","SLC6A10P",FALSE
"ENSG00000163631.17","white","ENSG00000163631","ALB",FALSE
"ENSG00000143536.7","skyblue","ENSG00000143536","CRNN",FALSE
"ENSG00000176076.7","darkgreen","ENSG00000176076","KCNE5",FALSE
"ENSG00000162998.5","grey","ENSG00000162998","FRZB",FALSE
"ENSG00000159166.15","blue","ENSG00000159166","LAD1",FALSE
"ENSG00000204001.10","turquoise","ENSG00000204001","LCN8",FALSE
"ENSG00000099194.6","green","ENSG00000099194","SCD",FALSE
"ENSG00000168484.13","skyblue","ENSG00000168484","SFTPC",FALSE
"ENSG00000287467.1","greenyellow","ENSG00000287467","ENSG00000287467",FALSE
"ENSG00000231013.2","blue","ENSG00000231013","SCTR-AS1",FALSE
"ENSG00000134986.14","blue","ENSG00000134986","NREP",FALSE
"ENSG00000118432.13","brown","ENSG00000118432","CNR1",TRUE
"ENSG00000134463.15","brown","ENSG00000134463","ECHDC3",FALSE
"ENSG00000196296.14","yellow","ENSG00000196296","ATP2A1",FALSE
"ENSG00000121440.15","blue","ENSG00000121440","PDZRN3",FALSE
"ENSG00000197769.6","green","ENSG00000197769","MAP1LC3C",FALSE
"ENSG00000173868.12","blue","ENSG00000173868","PHOSPHO1",FALSE
"ENSG00000224361.1","grey60","ENSG00000224361","ENSG00000224361",FALSE
"ENSG00000111424.12","black","ENSG00000111424","VDR",FALSE
"ENSG00000070031.4","turquoise","ENSG00000070031","SCT",FALSE
"ENSG00000188522.15","brown","ENSG00000188522","FAM83G",FALSE
"ENSG00000179542.16","grey","ENSG00000179542","SLITRK4",FALSE
"ENSG00000258733.7","blue","ENSG00000258733","LINC02328",FALSE
"ENSG00000272622.2","blue","ENSG00000272622","ENSG00000272622",FALSE
"ENSG00000260398.1","blue","ENSG00000260398","ENSG00000260398",FALSE
"ENSG00000226085.3","yellow","ENSG00000226085","UQCRFS1P1",FALSE
"ENSG00000169860.7","blue","ENSG00000169860","P2RY1",FALSE
"ENSG00000133069.17","blue","ENSG00000133069","TMCC2",FALSE
"ENSG00000180209.12","yellow","ENSG00000180209","MYLPF",FALSE
"ENSG00000126803.10","yellow","ENSG00000126803","HSPA2",FALSE
"ENSG00000169710.9","black","ENSG00000169710","FASN",FALSE
"ENSG00000176490.5","grey","ENSG00000176490","DIRAS1",FALSE
"ENSG00000141622.14","blue","ENSG00000141622","RNF165",FALSE
"ENSG00000158859.10","pink","ENSG00000158859","ADAMTS4",FALSE
"ENSG00000287823.1","blue","ENSG00000287823","ENSG00000287823",FALSE
"ENSG00000135074.16","blue","ENSG00000135074","ADAM19",FALSE
"ENSG00000229807.13","grey","ENSG00000229807","XIST",FALSE
"ENSG00000260653.6","red","ENSG00000260653","ENSG00000260653",FALSE
"ENSG00000130222.11","brown","ENSG00000130222","GADD45G",FALSE
"ENSG00000270210.1","brown","ENSG00000270210","ENSG00000270210",FALSE
"ENSG00000087085.16","blue","ENSG00000087085","ACHE",FALSE
"ENSG00000228963.3","yellow","ENSG00000228963","OR7E93P",FALSE
"ENSG00000205420.11","skyblue","ENSG00000205420","KRT6A",FALSE
"ENSG00000139044.12","blue","ENSG00000139044","B4GALNT3",FALSE
"ENSG00000138759.20","blue","ENSG00000138759","FRAS1",FALSE
"ENSG00000127533.4","black","ENSG00000127533","F2RL3",FALSE
"ENSG00000145423.5","turquoise","ENSG00000145423","SFRP2",FALSE
"ENSG00000156804.7","brown","ENSG00000156804","FBXO32",FALSE
"ENSG00000167723.15","grey","ENSG00000167723","TRPV3",FALSE
"ENSG00000187922.14","brown","ENSG00000187922","LCN10",FALSE
"ENSG00000163399.16","brown","ENSG00000163399","ATP1A1",FALSE
"ENSG00000279609.1","blue","ENSG00000279609","ENSG00000279609",FALSE
"ENSG00000182902.14","brown","ENSG00000182902","SLC25A18",FALSE
"ENSG00000139269.3","blue","ENSG00000139269","INHBE",FALSE
"ENSG00000173093.13","blue","ENSG00000173093","CCDC63",FALSE
"ENSG00000084710.14","blue","ENSG00000084710","EFR3B",FALSE
"ENSG00000159167.12","pink","ENSG00000159167","STC1",FALSE
"ENSG00000124701.6","blue","ENSG00000124701","APOBEC2",FALSE
"ENSG00000144460.12","yellow","ENSG00000144460","NYAP2",FALSE
"ENSG00000081189.16","blue","ENSG00000081189","MEF2C",FALSE
"ENSG00000185022.12","grey","ENSG00000185022","MAFF",FALSE
"ENSG00000168530.16","yellow","ENSG00000168530","MYL1",FALSE
"ENSG00000229659.1","blue","ENSG00000229659","RPL26P6",FALSE
"ENSG00000170577.8","red","ENSG00000170577","SIX2",FALSE
"ENSG00000162688.17","yellow","ENSG00000162688","AGL",FALSE
"ENSG00000249307.8","green","ENSG00000249307","LINC01088",FALSE
"ENSG00000136457.10","orange","ENSG00000136457","CHAD",FALSE
"ENSG00000170153.11","blue","ENSG00000170153","RNF150",FALSE
"ENSG00000068366.21","black","ENSG00000068366","ACSL4",FALSE
"ENSG00000237159.6","grey60","ENSG00000237159","CNTFR-AS1",FALSE
"ENSG00000137801.11","pink","ENSG00000137801","THBS1",FALSE
"ENSG00000165449.12","grey","ENSG00000165449","SLC16A9",FALSE
"ENSG00000262539.1","grey","ENSG00000262539","ENSG00000262539",FALSE
"ENSG00000244025.5","brown","ENSG00000244025","KRTAP19-3",FALSE
"ENSG00000116133.13","brown","ENSG00000116133","DHCR24",FALSE
"ENSG00000175779.4","steelblue","ENSG00000175779","LINC02694",FALSE
"ENSG00000156265.16","blue","ENSG00000156265","MAP3K7CL",FALSE
"ENSG00000147872.10","red","ENSG00000147872","PLIN2",FALSE
"ENSG00000265158.2","yellow","ENSG00000265158","LRRC37A7P",FALSE
"ENSG00000134020.8","blue","ENSG00000134020","PEBP4",FALSE
"ENSG00000282033.1","grey","ENSG00000282033","ENSG00000282033",FALSE
"ENSG00000187720.15","blue","ENSG00000187720","THSD4",FALSE
"ENSG00000130592.17","turquoise","ENSG00000130592","LSP1",FALSE
"ENSG00000206172.8","midnightblue","ENSG00000206172","HBA1",FALSE
"ENSG00000140470.15","black","ENSG00000140470","ADAMTS17",FALSE
"ENSG00000078804.13","yellow","ENSG00000078804","TP53INP2",FALSE
"ENSG00000004468.13","yellow","ENSG00000004468","CD38",FALSE
"ENSG00000171621.14","brown","ENSG00000171621","SPSB1",FALSE
"ENSG00000055955.17","blue","ENSG00000055955","ITIH4",FALSE
"ENSG00000183625.16","blue","ENSG00000183625","CCR3",FALSE
"ENSG00000224721.2","brown","ENSG00000224721","ENSG00000224721",FALSE
"ENSG00000107821.15","blue","ENSG00000107821","KAZALD1",FALSE
"ENSG00000286733.1","grey60","ENSG00000286733","LINC02348",FALSE
"ENSG00000118194.21","turquoise","ENSG00000118194","TNNT2",FALSE
"ENSG00000198959.12","black","ENSG00000198959","TGM2",FALSE
"ENSG00000262855.1","blue","ENSG00000262855","ENSG00000262855",FALSE
"ENSG00000108932.13","black","ENSG00000108932","SLC16A6",FALSE
"ENSG00000146477.6","brown","ENSG00000146477","SLC22A3",FALSE
"ENSG00000246763.7","black","ENSG00000246763","RGMB-AS1",FALSE
"ENSG00000185133.14","blue","ENSG00000185133","INPP5J",FALSE
"ENSG00000286191.1","turquoise","ENSG00000286191","ENSG00000286191",FALSE
"ENSG00000186326.4","blue","ENSG00000186326","RGS9BP",FALSE
"ENSG00000237949.3","yellow","ENSG00000237949","LINC00844",FALSE
"ENSG00000133110.15","green","ENSG00000133110","POSTN",FALSE
"ENSG00000267653.1","brown","ENSG00000267653","ENSG00000267653",FALSE
"ENSG00000149294.17","turquoise","ENSG00000149294","NCAM1",FALSE
"ENSG00000221866.10","blue","ENSG00000221866","PLXNA4",FALSE
"ENSG00000185269.12","blue","ENSG00000185269","NOTUM",FALSE
"ENSG00000203697.12","blue","ENSG00000203697","CAPN8",FALSE
"ENSG00000029534.21","blue","ENSG00000029534","ANK1",FALSE
"ENSG00000103184.12","blue","ENSG00000103184","SEC14L5",FALSE
"ENSG00000003137.9","turquoise","ENSG00000003137","CYP26B1",FALSE
"ENSG00000166482.12","turquoise","ENSG00000166482","MFAP4",FALSE
"ENSG00000224272.2","grey60","ENSG00000224272","ENSG00000224272",FALSE
"ENSG00000118849.10","pink","ENSG00000118849","RARRES1",FALSE
"ENSG00000173991.6","blue","ENSG00000173991","TCAP",FALSE
"ENSG00000266094.8","black","ENSG00000266094","RASSF5",FALSE
"ENSG00000075223.14","blue","ENSG00000075223","SEMA3C",FALSE
"ENSG00000081041.9","turquoise","ENSG00000081041","CXCL2",FALSE
"ENSG00000143507.18","blue","ENSG00000143507","DUSP10",FALSE
"ENSG00000197582.5","grey","ENSG00000197582","GPX1P1",FALSE
"ENSG00000249464.7","blue","ENSG00000249464","LINC01091",FALSE
"ENSG00000107317.13","blue","ENSG00000107317","PTGDS",FALSE
"ENSG00000283662.1","blue","ENSG00000283662","ENSG00000283662",FALSE
"ENSG00000147166.11","blue","ENSG00000147166","ITGB1BP2",FALSE
"ENSG00000065361.17","turquoise","ENSG00000065361","ERBB3",FALSE
"ENSG00000185352.9","black","ENSG00000185352","HS6ST3",FALSE
"ENSG00000155659.15","cyan","ENSG00000155659","VSIG4",FALSE
"ENSG00000179954.16","turquoise","ENSG00000179954","SSC5D",FALSE
"ENSG00000150347.17","brown","ENSG00000150347","ARID5B",FALSE
"ENSG00000164900.5","blue","ENSG00000164900","GBX1",FALSE
"ENSG00000187193.9","brown","ENSG00000187193","MT1X",FALSE
"ENSG00000140416.23","yellow","ENSG00000140416","TPM1",FALSE
"ENSG00000185669.6","blue","ENSG00000185669","SNAI3",FALSE
"ENSG00000149573.9","pink","ENSG00000149573","MPZL2",FALSE
"ENSG00000152689.18","blue","ENSG00000152689","RASGRP3",FALSE
"ENSG00000198771.11","blue","ENSG00000198771","RCSD1",FALSE
"ENSG00000150907.10","brown","ENSG00000150907","FOXO1",TRUE
"ENSG00000089250.20","yellow","ENSG00000089250","NOS1",FALSE
"ENSG00000127324.9","grey","ENSG00000127324","TSPAN8",FALSE
"ENSG00000273812.3","blue","ENSG00000273812","ENSG00000273812",FALSE
"ENSG00000196482.18","blue","ENSG00000196482","ESRRG",FALSE
"ENSG00000284391.1","blue","ENSG00000284391","ENSG00000284391",FALSE
"ENSG00000168329.14","blue","ENSG00000168329","CX3CR1",FALSE
"ENSG00000188517.17","pink","ENSG00000188517","COL25A1",FALSE
"ENSG00000164089.9","grey","ENSG00000164089","ETNPPL",FALSE
"ENSG00000224769.1","grey","ENSG00000224769","MUC20P1",FALSE
"ENSG00000236397.3","grey","ENSG00000236397","DDX11L2",FALSE
"ENSG00000159495.8","grey60","ENSG00000159495","TGM7",FALSE
"ENSG00000062524.16","greenyellow","ENSG00000062524","LTK",FALSE
"ENSG00000108381.11","blue","ENSG00000108381","ASPA",FALSE
"ENSG00000237686.8","blue","ENSG00000237686","SCIRT",FALSE
"ENSG00000186481.16","blue","ENSG00000186481","ANKRD20A5P",FALSE
"ENSG00000148965.10","black","ENSG00000148965","SAA4",FALSE
"ENSG00000153234.15","turquoise","ENSG00000153234","NR4A2",FALSE
"ENSG00000163661.4","pink","ENSG00000163661","PTX3",FALSE
"ENSG00000179388.9","lightcyan","ENSG00000179388","EGR3",FALSE
"ENSG00000184220.12","brown","ENSG00000184220","CMSS1",FALSE
"ENSG00000214872.9","yellow","ENSG00000214872","SMTNL1",FALSE
"ENSG00000176919.13","turquoise","ENSG00000176919","C8G",FALSE
"ENSG00000248713.2","yellow","ENSG00000248713","C4orf54",FALSE
"ENSG00000133816.18","brown","ENSG00000133816","MICAL2",FALSE
"ENSG00000106809.11","turquoise","ENSG00000106809","OGN",FALSE
"ENSG00000073711.11","blue","ENSG00000073711","PPP2R3A",FALSE
"ENSG00000185303.17","skyblue","ENSG00000185303","SFTPA2",FALSE
"ENSG00000168874.13","brown","ENSG00000168874","ATOH8",FALSE
"ENSG00000135469.14","yellow","ENSG00000135469","COQ10A",FALSE
"ENSG00000160097.20","yellow","ENSG00000160097","FNDC5",FALSE
"ENSG00000266524.3","blue","ENSG00000266524","GDF10",FALSE
"ENSG00000124491.16","cyan","ENSG00000124491","F13A1",FALSE
"ENSG00000264490.3","blue","ENSG00000264490","ENSG00000264490",FALSE
"ENSG00000131080.15","turquoise","ENSG00000131080","EDA2R",FALSE
"ENSG00000134686.20","brown","ENSG00000134686","PHC2",FALSE
"ENSG00000154127.10","grey60","ENSG00000154127","UBASH3B",FALSE
"ENSG00000164692.19","turquoise","ENSG00000164692","COL1A2",FALSE
"ENSG00000198074.10","grey60","ENSG00000198074","AKR1B10",FALSE
"ENSG00000105516.11","blue","ENSG00000105516","DBP",FALSE
"ENSG00000143196.5","blue","ENSG00000143196","DPT",FALSE
"ENSG00000171617.15","blue","ENSG00000171617","ENC1",FALSE
"ENSG00000259560.2","blue","ENSG00000259560","ENSG00000259560",FALSE
"ENSG00000113296.14","turquoise","ENSG00000113296","THBS4",FALSE
"ENSG00000198948.12","grey","ENSG00000198948","MFAP3L",FALSE
"ENSG00000008517.19","grey","ENSG00000008517","IL32",FALSE
"ENSG00000139292.13","grey","ENSG00000139292","LGR5",FALSE
"ENSG00000100373.10","blue","ENSG00000100373","UPK3A",FALSE
"ENSG00000133805.16","brown","ENSG00000133805","AMPD3",FALSE
"ENSG00000235205.1","blue","ENSG00000235205","TATDN2P3",FALSE
"ENSG00000106018.14","blue","ENSG00000106018","VIPR2",FALSE
"ENSG00000086967.10","yellow","ENSG00000086967","MYBPC2",FALSE
"ENSG00000146374.14","yellow","ENSG00000146374","RSPO3",FALSE
"ENSG00000143546.10","black","ENSG00000143546","S100A8",FALSE
"ENSG00000187134.14","red","ENSG00000187134","AKR1C1",FALSE
"ENSG00000112246.10","grey","ENSG00000112246","SIM1",FALSE
"ENSG00000129009.13","turquoise","ENSG00000129009","ISLR",FALSE
"ENSG00000159216.19","black","ENSG00000159216","RUNX1",FALSE
"ENSG00000241935.9","grey60","ENSG00000241935","HOGA1",FALSE
"ENSG00000149596.7","yellow","ENSG00000149596","JPH2",FALSE
"ENSG00000047457.14","pink","ENSG00000047457","CP",FALSE
"ENSG00000270605.1","blue","ENSG00000270605","ENSG00000270605",FALSE
"ENSG00000158014.15","black","ENSG00000158014","SLC30A2",FALSE
"ENSG00000108691.9","lightcyan","ENSG00000108691","CCL2",FALSE
"ENSG00000271303.2","brown","ENSG00000271303","SRXN1",FALSE
"ENSG00000120051.15","blue","ENSG00000120051","CFAP58",FALSE
"ENSG00000173334.4","grey","ENSG00000173334","TRIB1",FALSE
"ENSG00000198892.7","yellow","ENSG00000198892","SHISA4",FALSE
"ENSG00000285781.1","blue","ENSG00000285781","ENSG00000285781",FALSE
"ENSG00000187840.5","brown","ENSG00000187840","EIF4EBP1",FALSE
"ENSG00000250303.5","blue","ENSG00000250303","LINC02762",FALSE
"ENSG00000106333.13","turquoise","ENSG00000106333","PCOLCE",FALSE
"ENSG00000251076.1","darkgreen","ENSG00000251076","ENSG00000251076",FALSE
"ENSG00000260641.1","grey","ENSG00000260641","TSPAN5-DT",FALSE
"ENSG00000165192.14","blue","ENSG00000165192","ASB11",FALSE
"ENSG00000227456.9","blue","ENSG00000227456","LINC00310",FALSE
"ENSG00000146416.19","blue","ENSG00000146416","AIG1",FALSE
"ENSG00000258647.6","salmon","ENSG00000258647","LINC00930",FALSE
"ENSG00000138207.15","green","ENSG00000138207","RBP4",FALSE
"ENSG00000151948.12","yellow","ENSG00000151948","GLT1D1",FALSE
"ENSG00000214110.3","grey","ENSG00000214110","LDHAP4",FALSE
"ENSG00000184838.15","blue","ENSG00000184838","PRR16",FALSE
"ENSG00000172000.7","blue","ENSG00000172000","ZNF556",FALSE
"ENSG00000258545.7","grey","ENSG00000258545","RHOXF1-AS1",FALSE
"ENSG00000158715.6","blue","ENSG00000158715","SLC45A3",FALSE
"ENSG00000146054.18","blue","ENSG00000146054","TRIM7",FALSE
"ENSG00000146592.17","blue","ENSG00000146592","CREB5",FALSE
"ENSG00000105327.18","greenyellow","ENSG00000105327","BBC3",FALSE
"ENSG00000171551.12","yellow","ENSG00000171551","ECEL1",FALSE
"ENSG00000250878.4","yellow","ENSG00000250878","METTL21EP",FALSE
"ENSG00000178053.20","yellow","ENSG00000178053","MLF1",FALSE
"ENSG00000211893.4","paleturquoise","ENSG00000211893","IGHG2",FALSE
"ENSG00000275178.1","blue","ENSG00000275178","ENSG00000275178",FALSE
"ENSG00000116748.22","blue","ENSG00000116748","AMPD1",FALSE
"ENSG00000215187.13","orange","ENSG00000215187","FAM166B",FALSE
"ENSG00000163083.6","brown","ENSG00000163083","INHBB",FALSE
"ENSG00000248461.3","yellow","ENSG00000248461","LINC02119",FALSE
"ENSG00000287212.1","brown","ENSG00000287212","ENSG00000287212",FALSE
"ENSG00000288824.1","brown","ENSG00000288824","ENSG00000288824",FALSE
"ENSG00000203280.4","red","ENSG00000203280","KIAA1671-AS1",FALSE
"ENSG00000146674.16","green","ENSG00000146674","IGFBP3",TRUE
"ENSG00000163220.11","black","ENSG00000163220","S100A9",FALSE
"ENSG00000134324.12","brown","ENSG00000134324","LPIN1",FALSE
"ENSG00000143333.7","pink","ENSG00000143333","RGS16",FALSE
"ENSG00000135919.14","blue","ENSG00000135919","SERPINE2",FALSE
"ENSG00000169245.6","lightcyan","ENSG00000169245","CXCL10",FALSE
"ENSG00000226416.2","orange","ENSG00000226416","MRPL23-AS1",FALSE
"ENSG00000257219.6","brown","ENSG00000257219","LNCOG",FALSE
"ENSG00000163710.9","darkgrey","ENSG00000163710","PCOLCE2",FALSE
"ENSG00000084070.12","brown","ENSG00000084070","SMAP2",FALSE
"ENSG00000197614.11","yellow","ENSG00000197614","MFAP5",FALSE
"ENSG00000171033.13","blue","ENSG00000171033","PKIA",FALSE
"ENSG00000182013.18","turquoise","ENSG00000182013","PNMA8A",FALSE
"ENSG00000118985.16","brown","ENSG00000118985","ELL2",FALSE
"ENSG00000255690.3","blue","ENSG00000255690","TRIL",FALSE
"ENSG00000211896.7","paleturquoise","ENSG00000211896","IGHG1",FALSE
"ENSG00000272031.3","brown","ENSG00000272031","ANKRD34A",FALSE
"ENSG00000183160.9","turquoise","ENSG00000183160","TMEM119",FALSE
"ENSG00000250362.1","brown","ENSG00000250362","ENSG00000250362",FALSE
"ENSG00000276600.5","blue","ENSG00000276600","RAB7B",FALSE
"ENSG00000288235.1","grey","ENSG00000288235","FAM106C",FALSE
"ENSG00000259828.1","blue","ENSG00000259828","ENSG00000259828",FALSE
"ENSG00000145358.6","blue","ENSG00000145358","DDIT4L",FALSE
"ENSG00000173546.7","brown","ENSG00000173546","CSPG4",FALSE
"ENSG00000159307.20","green","ENSG00000159307","SCUBE1",FALSE
"ENSG00000177337.9","black","ENSG00000177337","DLGAP1-AS1",FALSE
"ENSG00000144061.14","blue","ENSG00000144061","NPHP1",FALSE
"ENSG00000131067.17","grey","ENSG00000131067","GGT7",FALSE
"ENSG00000165246.15","grey","ENSG00000165246","NLGN4Y",FALSE
"ENSG00000101608.13","blue","ENSG00000101608","MYL12A",FALSE
"ENSG00000280285.1","lightcyan","ENSG00000280285","ENSG00000280285",FALSE
"ENSG00000146122.17","brown","ENSG00000146122","DAAM2",FALSE
"ENSG00000233327.11","grey","ENSG00000233327","USP32P2",FALSE
"ENSG00000171004.19","grey","ENSG00000171004","HS6ST2",FALSE
"ENSG00000183508.5","grey","ENSG00000183508","TENT5C",FALSE
"ENSG00000225549.3","blue","ENSG00000225549","SELENOKP3",FALSE
"ENSG00000266718.2","blue","ENSG00000266718","ENSG00000266718",FALSE
"ENSG00000166592.12","black","ENSG00000166592","RRAD",FALSE
"ENSG00000164654.16","brown","ENSG00000164654","MIOS",FALSE
"ENSG00000280007.1","blue","ENSG00000280007","ENSG00000280007",FALSE
"ENSG00000204634.13","brown","ENSG00000204634","TBC1D8",FALSE
"ENSG00000288865.1","brown","ENSG00000288865","ENSG00000288865",FALSE
"ENSG00000164266.11","white","ENSG00000164266","SPINK1",FALSE
"ENSG00000215018.10","darkred","ENSG00000215018","COL28A1",FALSE
"ENSG00000116983.13","brown","ENSG00000116983","HPCAL4",FALSE
"ENSG00000108821.14","turquoise","ENSG00000108821","COL1A1",FALSE
"ENSG00000106819.13","turquoise","ENSG00000106819","ASPN",FALSE
"ENSG00000250159.7","blue","ENSG00000250159","PKD2L2-DT",FALSE
"ENSG00000138061.12","pink","ENSG00000138061","CYP1B1",FALSE
"ENSG00000161267.12","yellow","ENSG00000161267","BDH1",FALSE
"ENSG00000136999.5","blue","ENSG00000136999","CCN3",FALSE
"ENSG00000173369.17","cyan","ENSG00000173369","C1QB",FALSE
"ENSG00000154188.10","blue","ENSG00000154188","ANGPT1",FALSE
"ENSG00000259881.1","blue","ENSG00000259881","ENSG00000259881",FALSE
"ENSG00000174032.17","yellow","ENSG00000174032","SLC25A30",FALSE
"ENSG00000148680.16","turquoise","ENSG00000148680","HTR7",FALSE
"ENSG00000267206.6","brown","ENSG00000267206","LCN6",FALSE
"ENSG00000171903.17","grey","ENSG00000171903","CYP4F11",FALSE
"ENSG00000126016.17","blue","ENSG00000126016","AMOT",FALSE
"ENSG00000218018.4","blue","ENSG00000218018","RBM38-AS1",FALSE
"ENSG00000123358.20","turquoise","ENSG00000123358","NR4A1",FALSE
"ENSG00000278464.2","turquoise","ENSG00000278464","ENSG00000278464",FALSE
"ENSG00000011638.11","blue","ENSG00000011638","LDAF1",FALSE
"ENSG00000151726.15","brown","ENSG00000151726","ACSL1",FALSE
"ENSG00000165966.16","darkgreen","ENSG00000165966","PDZRN4",FALSE
"ENSG00000196436.9","grey","ENSG00000196436","NPIPB15",FALSE
"ENSG00000239839.7","midnightblue","ENSG00000239839","DEFA3",FALSE
"ENSG00000170890.14","white","ENSG00000170890","PLA2G1B",FALSE
"ENSG00000184343.11","blue","ENSG00000184343","SRPK3",FALSE
"ENSG00000164638.11","tan","ENSG00000164638","SLC29A4",FALSE
"ENSG00000118523.6","turquoise","ENSG00000118523","CCN2",FALSE
"ENSG00000175093.5","blue","ENSG00000175093","SPSB4",FALSE
"ENSG00000103710.11","blue","ENSG00000103710","RASL12",FALSE
"ENSG00000105649.10","blue","ENSG00000105649","RAB3A",FALSE
"ENSG00000287692.1","yellow","ENSG00000287692","ENSG00000287692",FALSE
"ENSG00000159640.17","blue","ENSG00000159640","ACE",FALSE
"ENSG00000162494.6","blue","ENSG00000162494","LRRC38",FALSE
"ENSG00000133134.12","turquoise","ENSG00000133134","BEX2",FALSE
